,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
3626,1191517007686228327,https://www.airbnb.com/rooms/1191517007686228327,20241129161612,2024-11-29,city scrape,Sunrise suite,"Welcome to our charming haven with stunning park views! Perfect for a relaxing retreat, our cozy home offers an ideal blend of comfort and nature. Enjoy serene surroundings and picturesque scenery right from your window. Whether you’re here to unwind or explore, this spot has everything you need for a memorable stay.<br /><br />Just a 2-minute walk to the bus station for downtown and a 5-minute drive to the heart of Langford. Book now and experience a tranquil escape with amazing views!",,https://a0.muscache.com/pictures/hosting/Hosting-1191517007686228327/original/f08f641c-c303-482f-8a2f-bc7bab2537a2.jpeg,145073675,https://www.airbnb.com/users/show/145073675,Anh Hoa,2017-08-08,"Vancouver, Canada",,within an hour,100%,90%,t,https://a0.muscache.com/im/pictures/user/fce4764a-d7c5-4189-a652-02de214118ba.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fce4764a-d7c5-4189-a652-02de214118ba.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,,Langford,Langford,48.4422022,-123.5361764,Entire guesthouse,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Conditioner"", ""Bed linens"", ""Drying rack for clothing"", ""Wine glasses"", ""Hot water"", ""Fire extinguisher"", ""Clothing storage"", ""Coffee"", ""Dishwasher"", ""Refrigerator"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Exterior security cameras on property"", ""Portable fans"", ""Smoke alarm"", ""Free parking on premises"", ""Bathtub"", ""TV"", ""Essentials"", ""Body soap"", ""Hair dryer"", ""Electric stove"", ""Free street parking"", ""Cleaning products"", ""First aid kit"", ""Rice maker"", ""Extra pillows and blankets"", ""Coffee maker"", ""Cooking basics"", ""Iron"", ""Kitchen"", ""Self check-in"", ""Heating"", ""Keypad"", ""Shampoo"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Private entrance"", ""Oven"", ""Wifi"", ""Washer \u2013\u00a0In unit"", ""Toaster"", ""Hangers""]",$86.00,1,365,1,1,365,365,1.0,365.0,,t,28,58,88,349,2024-11-29,25,25,2,2024-07-12,2024-11-16,4.92,4.96,4.88,4.92,4.96,4.8,4.84,,t,1,1,0,0,5.32
3628,1192287313495158998,https://www.airbnb.com/rooms/1192287313495158998,20241129161612,2024-11-29,city scrape,Beachfront Cottage Suite,"Take it easy at this charming and tranquil getaway!  Cross the street to stroll on the beach, or grab a latte at the nearby café/restaurant  <br />Write your book, read your book, or ride your bike along the beautiful shoreline.  A full kitchen lets you stay home and relax while soaking in the seaside view off the  front deck, or the lush back garden off the back kitchen deck.<br />A quick drive to town - 8mins - to see the famous Saturday Market, or enjoy various restaurants and shopping opportunities.",,https://a0.muscache.com/pictures/miso/Hosting-1192287313495158998/original/f1d470a1-a5dd-45f5-a078-64c75f200bd9.jpeg,587140002,https://www.airbnb.com/users/show/587140002,Karen,2024-07-02,,,within an hour,100%,100%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1,1,"['email', 'phone']",f,t,,Salt Spring Island,Salt Spring Island,48.9148935,-123.5338459,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Conditioner"", ""Beach access \u2013 Beachfront"", ""Shampoo"", ""Smoke alarm"", ""Free parking on premises"", ""Outdoor dining area"", ""Bathtub"", ""TV"", ""Fire extinguisher"", ""Wifi"", ""Body soap"", ""Washer"", ""Kitchen"", ""Dedicated workspace"", ""BBQ grill"", ""First aid kit""]",$145.00,2,30,2,2,30,30,2.0,30.0,,t,23,38,68,341,2024-11-29,6,6,0,2024-07-14,2024-09-22,4.83,4.83,4.83,5.0,5.0,5.0,4.67,,t,1,1,0,0,1.29
3629,1192718060735776866,https://www.airbnb.com/rooms/1192718060735776866,20241129161612,2024-11-29,city scrape,Modern 1BR+Sofa Bed Close to DT,"Kick back and relax in this calm, stylish space.<br /><br />Enjoy a comfortable stay in this brand new home while easily accessing everything South Vancouver Island has to offer. 5 minute walk to Uptown Mall which includes a major transit hub. Bus directly to downtown and ferry. Right next to the beautiful galloping goose trail, the Gorge and so much more!<br /><br />The space is suitable for 1-4 guests, please include all guests in the booking so we can provide the required linens and towels.",,https://a0.muscache.com/pictures/miso/Hosting-1192718060735776866/original/74d7d0d0-67ea-4163-921b-61ec9c0a76d8.jpeg,244435327,https://www.airbnb.com/users/show/244435327,Garrett,2019-02-20,"Victoria, Canada",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User/original/98a7c1c2-5157-45a8-ba21-2dcbc0b5a2cc.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/98a7c1c2-5157-45a8-ba21-2dcbc0b5a2cc.jpeg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Saanich,Saanich,48.45619,-123.38266,Entire home,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Bed linens"", ""Wine glasses"", ""Hot water"", ""Room-darkening shades"", ""Fire extinguisher"", ""Stove"", ""Pets allowed"", ""Clothing storage"", ""Coffee"", ""Dishwasher"", ""Dedicated workspace"", ""Refrigerator"", ""Free dryer \u2013 In unit"", ""Shower gel"", ""Portable fans"", ""Smoke alarm"", ""Free parking on premises"", ""Bathtub"", ""Toaster"", ""TV"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""Trash compactor"", ""Hair dryer"", ""Mini fridge"", ""Cleaning products"", ""First aid kit"", ""Baking sheet"", ""Air conditioning"", ""Coffee maker"", ""Smart lock"", ""Cooking basics"", ""Iron"", ""Freezer"", ""Kitchen"", ""Self check-in"", ""Shampoo"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Private entrance"", ""Oven"", ""Wifi"", ""Washer"", ""Hangers"", ""BBQ grill"", ""Heating""]",$125.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,12,42,42,42,2024-11-29,33,33,4,2024-07-12,2024-11-14,4.88,4.97,4.97,4.85,4.94,4.58,4.94,,t,2,2,0,0,7.02
3634,1193690305126519923,https://www.airbnb.com/rooms/1193690305126519923,20241129161612,2024-11-29,city scrape,Spacious Country home by provincial park,"Welcome to our fantastic private suite surrounded by Cedars and Natures, located right next to the picturesque Dean Park, renowned for its popular hiking trails! This delightful suite is the ideal haven for outdoor enthusiasts and nature lovers, offering a comfortable and convenient base for your adventures.  High speed internet , smart TV , work desk, fireplace and fully equipped kitchen are provided for an enjoyable stay.",,https://a0.muscache.com/pictures/miso/Hosting-1193690305126519923/original/9a5dfc92-bae3-48cc-bb50-b329b34416a4.jpeg,126462133,https://www.airbnb.com/users/show/126462133,Jian Ping,2017-04-18,,,,,100%,f,https://a0.muscache.com/im/pictures/user/ea43e901-cdfa-4dd5-8599-954824ee69db.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ea43e901-cdfa-4dd5-8599-954824ee69db.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,North Saanich,North Saanich,48.62094,-123.43564,Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Exterior security cameras on property"", ""Self check-in"", ""Keypad"", ""Free parking on premises"", ""Smoke alarm"", ""TV"", ""Fire extinguisher"", ""Wifi"", ""Washer"", ""Kitchen"", ""Dedicated workspace"", ""First aid kit""]",$124.00,2,30,2,2,30,30,2.0,30.0,,t,15,34,50,50,2024-11-29,5,5,0,2024-07-25,2024-09-13,5.0,5.0,5.0,5.0,5.0,5.0,4.4,,t,1,1,0,0,1.17
3636,1195068364630822772,https://www.airbnb.com/rooms/1195068364630822772,20241129161612,2024-11-29,city scrape,The Downstairs Den,"Escape the hustle and bustle of everyday life and descend into the tranquility of our Hidden Retreat. Nestled basement level, this unique basement getaway offers a cozy, intimate space that is perfect for relaxation and rejuvenation.",,https://a0.muscache.com/pictures/miso/Hosting-1195068364630822772/original/9c166308-1899-4159-9c14-1fa05fc1f3a9.jpeg,579829613,https://www.airbnb.com/users/show/579829613,Victoria,2024-05-26,,,,,100%,,https://a0.muscache.com/im/pictures/user/User-579829613/original/fb332a94-c6a3-4d3d-a2b3-9c0d486839b6.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-579829613/original/fb332a94-c6a3-4d3d-a2b3-9c0d486839b6.jpeg?aki_policy=profile_x_medium,,12,15,['phone'],t,t,,Southern Gulf Islands,Southern Gulf Islands,48.7590429,-123.2827209,Entire home,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Exterior security cameras on property"", ""Free parking on premises"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Smart lock"", ""TV"", ""Pool table"", ""Fire extinguisher"", ""Wifi"", ""Self check-in"", ""BBQ grill"", ""First aid kit""]",$143.00,2,365,2,2,365,365,2.0,365.0,,t,30,58,86,359,2024-11-29,0,0,0,,,,,,,,,,,t,2,2,0,0,
3643,1196570307969135623,https://www.airbnb.com/rooms/1196570307969135623,20241129161612,2024-11-29,city scrape,Woodland cabin in the Bluffs,Perfect spot to explore Galiano Island. A short walk into the Bluffs Park and onto Matthew's Beach. 5 min drive to the ferry terminal and local shops. A beautiful and peaceful location for a small family trip or a lovely romantic getaway base for a couple.,,https://a0.muscache.com/pictures/hosting/Hosting-1196570307969135623/original/73dd9eb6-c91b-4567-8790-d7b5e75741bb.jpeg,32183627,https://www.airbnb.com/users/show/32183627,Alex,2015-04-29,"Galiano Island, Canada",,within an hour,100%,100%,t,https://a0.muscache.com/im/users/32183627/profile_pic/1430306479/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/32183627/profile_pic/1430306479/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Southern Gulf Islands,Southern Gulf Islands,48.86967155237274,-123.33130549639462,Entire cabin,Entire home/apt,4,1.0,1 bath,2.0,3.0,"[""Bed linens"", ""Wine glasses"", ""Hot water"", ""Fire extinguisher"", ""Pets allowed"", ""Single level home"", ""Private patio or balcony"", ""Refrigerator"", ""Dining table"", ""Long term stays allowed"", ""Free parking on premises"", ""Smoke alarm"", ""Toaster"", ""TV"", ""Hair dryer"", ""Cleaning products"", ""Moffat - retro 1950\u2019s stove electric stove"", ""Indoor fireplace"", ""Coffee maker: french press"", ""Cooking basics"", ""Freezer"", ""Kitchen"", ""Outdoor furniture"", ""Self check-in"", ""Books and reading material"", ""Hot water kettle"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Clothing storage: closet"", ""Microwave"", ""Dishes and silverware"", ""Moffat - retro 1950\u2019s stove oven"", ""Private backyard \u2013 Fully fenced"", ""Private entrance"", ""Lockbox"", ""Wifi"", ""Hangers"", ""Heating""]",$196.00,2,365,2,2,365,365,2.0,365.0,,t,18,45,75,75,2024-11-29,26,26,2,2024-07-15,2024-11-11,4.92,4.96,4.96,5.0,5.0,5.0,4.73,,t,1,1,0,0,5.65
3644,1196748459686825401,https://www.airbnb.com/rooms/1196748459686825401,20241129161612,2024-11-29,city scrape,Sooke Serenity,"Welcome to your serene suite, looking out over a petite forest! Kick back and relax in this calm, peaceful space.<br /><br />Sooke is an ideal get away - from work, city life and even family if need be. Take time for you; here in on this breath taking coast! Sooke Serenity is in the heart of a small coastal community that will lull you away....<br /><br />Please note that this is a large open concept room that contains the sleeping, kitchenette, office space and living room area. It is ideal for one to two people.",Quiet residential near town centre,https://a0.muscache.com/pictures/miso/Hosting-1196748459686825401/original/68017ee3-2727-4fa4-a090-d0953faec0e9.jpeg,584333930,https://www.airbnb.com/users/show/584333930,Lily,2024-06-18,"Sooke, Canada",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User/original/cf258beb-ad64-4dd0-9931-7afe964ac4d9.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/cf258beb-ad64-4dd0-9931-7afe964ac4d9.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Sooke,Sooke,48.38481292776652,-123.7301667407155,Entire guest suite,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Conditioner"", ""Bed linens"", ""Garden view"", ""Pocket wifi"", ""Central heating"", ""Hot water"", ""Room-darkening shades"", ""Fire extinguisher"", ""Laundromat nearby"", ""Pets allowed"", ""Private patio or balcony"", ""Dedicated workspace"", ""Dining table"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Portable fans"", ""Smoke alarm"", ""Kitchenette"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""TV"", ""Hair dryer"", ""Mini fridge"", ""Free street parking"", ""Cleaning products"", ""First aid kit"", ""Housekeeping - available at extra cost"", ""Extra pillows and blankets"", ""Coffee maker"", ""Iron"", ""Outdoor furniture"", ""Self check-in"", ""Books and reading material"", ""Board games"", ""Keypad"", ""Shampoo"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Private entrance"", ""Wifi"", ""Hangers"", ""Shared backyard \u2013 Fully fenced""]",$80.00,1,365,1,1,365,365,1.0,365.0,,t,21,51,81,348,2024-11-29,15,15,2,2024-09-08,2024-11-27,4.93,5.0,5.0,5.0,5.0,5.0,4.8,,t,1,1,0,0,5.42
3649,1198497476815352682,https://www.airbnb.com/rooms/1198497476815352682,20241129161612,2024-11-29,city scrape,Beautiful Place to Stay,Beautiful Place to stay in Mill Hill Area,,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE5ODQ5NzQ3NjgxNTM1MjY4Mg%3D%3D/original/78c5803d-de8a-49fa-95f1-f2126e45e839.jpeg,545033703,https://www.airbnb.com/users/show/545033703,Karan,2023-11-05,"Victoria, Canada",,within an hour,100%,100%,t,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,2,2,['phone'],f,t,,Langford,Langford,48.45822,-123.48111,Entire home,Entire home/apt,7,2.5,2.5 baths,3.0,3.0,"[""Conditioner"", ""Bed linens"", ""Drying rack for clothing"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Ceiling fan"", ""Samsung electric stove"", ""Blender"", ""Outlet covers"", ""Wine glasses"", ""Hot water"", ""Fire extinguisher"", ""Laundromat nearby"", ""Coffee"", ""Dishwasher"", ""Private patio or balcony"", ""Fireplace guards"", ""Dedicated workspace"", ""Dining table"", ""Free dryer \u2013 In unit"", ""Shower gel"", ""Long term stays allowed"", ""Portable fans"", ""Smoke alarm"", ""Bathtub"", ""TV"", ""Essentials"", ""Body soap"", ""Trash compactor"", ""High chair"", ""Hair dryer"", ""Baby safety gates"", ""Cleaning products"", ""First aid kit"", ""Indoor fireplace"", ""Rice maker"", ""Baking sheet"", ""Air conditioning"", ""Single oven"", ""Extra pillows and blankets"", ""Cooking basics"", ""Iron"", ""Lg refrigerator"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Freezer"", ""Kitchen"", ""Outdoor furniture"", ""Ethernet connection"", ""Self check-in"", ""Heating"", ""Shampoo"", ""Hot water kettle"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Free driveway parking on premises \u2013 2 spaces"", ""Private entrance"", ""Lockbox"", ""Wifi"", ""Washer"", ""Toaster"", ""Fire pit"", ""Hangers"", ""Crib""]",$217.00,1,365,1,1,365,365,1.0,365.0,,t,19,48,78,327,2024-11-29,31,31,5,2024-07-17,2024-11-25,4.94,4.84,4.87,4.94,4.97,4.84,4.84,,t,2,2,0,0,6.84
3652,1198652753313063069,https://www.airbnb.com/rooms/1198652753313063069,20241129161612,2024-11-30,previous scrape,Charming 2BR/2.5BA Retreat in Serene Neighborhood,Home in Langford,,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE5ODY1Mjc1MzMxMzA2MzA2OQ%3D%3D/original/640fad55-a83e-4d37-a440-437263149168.jpeg,545033703,https://www.airbnb.com/users/show/545033703,Karan,2023-11-05,"Victoria, Canada",,within an hour,100%,100%,t,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,2,2,['phone'],f,t,,Langford,Langford,48.45741,-123.48351,Entire home,Entire home/apt,4,,2.5 baths,2.0,,"[""Patio or balcony"", ""Conditioner"", ""Bed linens"", ""Drying rack for clothing"", ""Ceiling fan"", ""Blender"", ""Wine glasses"", ""Hot water"", ""Room-darkening shades"", ""Fire extinguisher"", ""Stove"", ""Clothing storage"", ""Coffee"", ""Dishwasher"", ""Sound system"", ""Fireplace guards"", ""Dedicated workspace"", ""Refrigerator"", ""Shower gel"", ""Dining table"", ""Long term stays allowed"", ""Dryer"", ""Portable fans"", ""Smoke alarm"", ""Free parking on premises"", ""Bathtub"", ""TV"", ""Essentials"", ""Body soap"", ""Trash compactor"", ""High chair"", ""Hair dryer"", ""Mini fridge"", ""Free street parking"", ""Cleaning products"", ""First aid kit"", ""Indoor fireplace"", ""Rice maker"", ""Baking sheet"", ""Air conditioning"", ""Extra pillows and blankets"", ""Cooking basics"", ""Iron"", ""Coffee maker: Keurig coffee machine"", ""Freezer"", ""Kitchen"", ""Outdoor furniture"", ""Self check-in"", ""Heating"", ""Books and reading material"", ""Board games"", ""Shampoo"", ""Hot water kettle"", ""Outdoor dining area"", ""Microwave"", ""Dishes and silverware"", ""Private entrance"", ""Oven"", ""Wifi"", ""Lockbox"", ""Washer"", ""Toaster"", ""Fire pit"", ""Hangers""]",,1,365,1,28,365,365,3.5,365.0,,t,0,0,0,0,2024-11-30,3,3,0,2024-08-24,2024-09-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,2,2,0,0,0.91
3656,1200686899557098262,https://www.airbnb.com/rooms/1200686899557098262,20241129161612,2024-11-29,city scrape,Bear Mountain garden suite,"Our cosy Bear Mountain garden suite is central to all things west coast.  It is in walking distance to grocery stores, restaurants, pharmacies, liquor stores, walking trails, lake trout fishing, children’s playgrounds, and more. A complimentary continental breakfast starts your day before adventuring out to enjoy west coast attractions that are just a short drive or bus ride away. Our quiet family neighbourhood is only 15.8 km (10 miles) or 25 minutes to the bustling downtown.","A quiet family neighbourhood on a dead end street.  With only 15 houses on our road, we enjoy a reduced level of traffic and the noise that is sometimes associated with a busy street.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTIwMDY4Njg5OTU1NzA5ODI2Mg%3D%3D/original/e535760d-745b-432b-8be1-2ea2713cd393.jpeg,589783667,https://www.airbnb.com/users/show/589783667,Eva,2024-07-14,"Victoria, Canada",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-589783667/original/4b6261ec-edf5-4c48-b842-7ff742e85a34.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-589783667/original/4b6261ec-edf5-4c48-b842-7ff742e85a34.jpeg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,f,Neighborhood highlights,Langford,Langford,48.4707794,-123.5086675,Entire home,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Bed linens"", ""Blender"", ""Children\u2019s books and toys"", ""Wine glasses"", ""Hot water"", ""Room-darkening shades"", ""Fire extinguisher"", ""Free dryer \u2013 In building"", ""Stove"", ""Single level home"", ""Private patio or balcony"", ""Dedicated workspace"", ""Dining table"", ""Shower gel"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Portable fans"", ""Smoke alarm"", ""Kitchenette"", ""Free parking on premises"", ""Housekeeping available from 1:00\u202fPM to 3:00\u202fPM, 1 day a week"", ""Bathtub"", ""Luggage dropoff allowed"", ""TV"", ""Body soap"", ""Hair dryer"", ""Mini fridge"", ""Free street parking"", ""First aid kit"", ""Baking sheet"", ""Extra pillows and blankets"", ""Coffee maker"", ""Cooking basics"", ""Iron"", ""Freezer"", ""Outdoor furniture"", ""Self check-in"", ""Heating"", ""Books and reading material"", ""Board games"", ""Breakfast"", ""Keypad"", ""Shampoo"", ""Hot water kettle"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Clothing storage: closet"", ""Microwave"", ""Dishes and silverware"", ""Private entrance"", ""Oven"", ""Wifi"", ""Toaster"", ""Free washer \u2013 In building"", ""Hangers""]",$75.00,1,90,1,2,1125,1125,1.3,1125.0,,t,16,44,74,342,2024-11-29,35,35,4,2024-08-02,2024-11-28,5.0,4.97,4.97,5.0,5.0,4.86,5.0,,t,2,2,0,0,8.75
3662,1202186933168279287,https://www.airbnb.com/rooms/1202186933168279287,20241129161612,2024-11-29,city scrape,Master Bedroom with private bathroom,"Welcome to the clean, respectful and quiet place for your stay, enjoy a stylish experience at this centrally located place. Just minutes to Airport, quick drive to Vancouver and US Ferries.<br />Close to ocean and beaches, shopping and tourist entertainment. Enjoy a cozy upper-level room with a queen bed and beautiful luxury amenities, perfect for up to 2 guests. The room features a private locking bathroom. We strive to provide a warm, welcoming environment to make your stay relaxing and memorable.",,https://a0.muscache.com/pictures/hosting/Hosting-1202186933168279287/original/275e2171-bf4f-4e0a-9131-de9896c9125a.jpeg,154251381,https://www.airbnb.com/users/show/154251381,Miguel,2017-10-11,"Victoria, Canada",,within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/19f5ceb3-f9d4-4efc-a542-73c85497fc32.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/19f5ceb3-f9d4-4efc-a542-73c85497fc32.jpg?aki_policy=profile_x_medium,Burnside,6,6,"['email', 'phone']",t,t,,Central Saanich,Central Saanich,48.58654,-123.39504,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,"[""Bed linens"", ""Coffee maker: drip coffee maker"", ""Cleaning available during stay"", ""Blender"", ""Central heating"", ""Wine glasses"", ""Fire extinguisher"", ""Free dryer \u2013 In building"", ""Clothing storage"", ""Coffee"", ""TV with Roku"", ""Dishwasher"", ""Lake access"", ""Private patio or balcony"", ""Piano"", ""Refrigerator"", ""Shower gel"", ""Dining table"", ""Stainless steel single oven"", ""Stainless steel electric stove"", ""Long term stays allowed"", ""Shared beach access"", ""Portable fans"", ""Smoke alarm"", ""Bathtub"", ""Luggage dropoff allowed"", ""Essentials"", ""Body soap"", ""Hair dryer"", ""Mini fridge"", ""Free street parking"", ""First aid kit"", ""Rice maker"", ""Exercise equipment: elliptical, free weights, stationary bike, treadmill, yoga mat, workout bench"", ""Baking sheet"", ""Extra pillows and blankets"", ""Cooking basics"", ""Iron"", ""Freezer"", ""Kitchen"", ""Outdoor furniture"", ""Shampoo"", ""Hot water kettle"", ""Window AC unit"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Free driveway parking on premises \u2013 2 spaces"", ""Sun loungers"", ""Wifi"", ""Private gym in building"", ""Toaster"", ""Free washer \u2013 In building"", ""Hangers""]",$99.00,1,365,1,1,365,365,1.0,365.0,,t,29,59,89,364,2024-11-29,13,13,1,2024-08-25,2024-11-11,4.69,4.92,4.69,4.92,5.0,4.46,4.85,,t,6,1,5,0,4.02
3663,1202273403585466121,https://www.airbnb.com/rooms/1202273403585466121,20241129161612,2024-11-29,city scrape,King Creek Cottage,"Welcome to King Creek Cottage, your weekend escape from the city. Enjoy the tranquility of the west coast surrounded by old growth trees and views across the strait of Juan De Fuca. The cottage is perfect for nature enthusiasts, hikers, surfers, and anyone seeking a serene coastal get away.","King Creek Cottage is located 10 minutes from the infamous Shirley Delicious cafe, 20 minutes  from Stoked Pizzeria and 30 minutes from the Jordan River surf break and Juan De Fuca hiking trail head.",https://a0.muscache.com/pictures/hosting/Hosting-1202273403585466121/original/46815cf2-6f3f-4803-b3fd-fcc17d827d5e.jpeg,43541716,https://www.airbnb.com/users/show/43541716,Hannah,2015-09-06,"Sooke, Canada","Welcome to our corner of paradise located in beautiful Sooke, BC. This is our favourite place to fish, surf, hike, run, mountain bike, and enjoy the wild west coast - we hope you love it here as much as we do!
-Hannah and Ryland",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-43541716/original/6f631501-41d5-43b3-93b5-9aba7d05fc5e.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-43541716/original/6f631501-41d5-43b3-93b5-9aba7d05fc5e.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Juan de Fuca,Juan de Fuca,48.364469,-123.801316,Entire home,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Conditioner"", ""Bed linens"", ""Beach access \u2013 Beachfront"", ""Wine glasses"", ""Hot water"", ""Stove"", ""Clothing storage"", ""Coffee"", ""Private patio or balcony"", ""Dining table"", ""Shower gel"", ""Kitchenette"", ""Smoke alarm"", ""Free parking on premises"", ""Toaster"", ""TV"", ""Essentials"", ""Body soap"", ""Mini fridge"", ""Cleaning products"", ""Indoor fireplace"", ""Coffee maker"", ""Cooking basics"", ""Self check-in"", ""Board games"", ""Shampoo"", ""Hot water kettle"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Lockbox"", ""Wifi"", ""Hangers"", ""Heating""]",$137.00,1,60,1,1,1125,1125,1.0,1125.0,,t,26,51,81,81,2024-11-29,26,26,3,2024-08-14,2024-11-24,5.0,5.0,4.96,5.0,4.92,4.92,4.92,,t,1,1,0,0,7.22
